UNH ID #,Sample Name,Collection Date,Collection Time,Project,Sub_Project,Sub_ProjectA,NPOC (mg C/L),TDN (mg N/L),DON,NO3_Final,NO3_Status,NO3_Cd,NH4 (ug N/L),NH4_IC,Cation Run Date,Cl (mg Cl/L),NO3 (mg N/L),SO4 (mg S/L),Na (mg Na/L),K (mg K/L),Mg (mg Mg/L),Ca (mg Ca/L),PO4 (ug P/L),PO4 (ugP/L),SiO2 (mg SiO2/L),WRRC sample info.pH,WRRC sample info.Cond,Spec_Cond,DO_Conc,DO%,Temperature,DTWT,Volume,Field Notes,Lab_Notes,Sample Type,Logger,WRRC Benchtop pH.pH,Closed Cell pH,Conductivity (uS/cm),WRRC Oxalate.Oxalate,Acetate (mg/L),Formate (mg/L),Oxalate (mg/L),Year,Start_Date_Time,BatchID
193282,TF2,29-Nov-22,11:03:00 AM,Lamprey,Weekly,,0.75,0.21,0.06,0.09,good,,66.64,,06-Jun-24,0.17,0.09,0.17,0.19,0.04,0.17,0.08,15.44,,0.02,6.05,3.8,4.2,10.08,110.5,19.8,,1487.5,"shield for precip. Collector broke off, brought back to lab",,Precipitation,Lily Gilbert,,,,,0.08,0.10,0.01,2022,,
193307,TF2,06-Dec-22,9:12:00 AM,Lamprey,Weekly,,0.37,0.19,0.06,0.08,good,,50.57,,06-Jun-24,1.11,0.08,0.20,0.74,0.05,0.19,0.14,14.91,,0.02,6.16,7.4,7.6,9.26,109.2,23.6,,1366.5,,,Precipitation,Lily Gilbert,,,,,0.08,0.10,0.00,2022,,
193358,TF2,12-Dec-22,9:59:00 AM,Lamprey,Monthly,,0.42,0.10,0.00,0.06,good,,35.91,,06-Jun-24,1.40,0.06,0.24,0.95,0.09,0.21,0.16,8.83,,0.08,5.42,6.1,7.3,,,14.7,,1702,,,Precipitation,Lily Gilbert,,,,,0.08,0.09,0.00,2022,,
193368,TF2,19-Dec-22,11:38:00 AM,Lamprey,Weekly,,0.36,0.02,-0.02,0.02,good,,19.60,,06-Jun-24,1.74,0.02,0.20,1.12,0.05,0.21,0.13,4.47,,0.01,5.91,6.8,8.5,,,14.7,,3850,,,Precipitation,Lily Gilbert,,,,,0.08,0.10,0.00,2022,,
193437,TF2,23-Dec-22,8:53:00 AM,Lamprey,Weekly,,0.33,0.07,-0.02,0.04,good,,44.19,,06-Jun-24,5.87,0.04,0.35,3.43,0.14,0.28,0.50,4.94,,0.03,5.64,18.1,21.3,10.37,107.7,17.2,,2924,raining while sample was collected,,Precipitation,Lily Gilbert,,,,,0.08,0.10,0.00,2022,,
193441,TF2,03-Jan-23,12:10:00 PM,Lamprey,Weekly,,1.57,0.50,0.07,0.23,good,,201.15,,06-Jun-24,7.04,0.23,0.47,4.17,0.27,0.46,0.43,40.21,,0.00,5.22,25.9,28.5,9.81,108.4,20.2,,958,Sprinkling when buckets switched,,Precipitation,Lily Gilbert,,,,,0.20,0.16,0.02,2023,,
193483,TF2,10-Jan-23,9:10:00 AM,Lamprey,Monthly,,0.95,0.21,0.00,0.13,good,,77.05,,06-Jun-24,0.31,0.13,0.19,0.42,0.07,0.18,0.04,5.96,,0.05,5.64,3.2,3.6,,,,,1785.5,,,Precipitation,Lily Gilbert,,,,,0.10,0.10,0.00,2023,,
193556,TF2,17-Jan-23,10:55:00 AM,Lamprey,Weekly,,0.89,0.34,0.01,0.17,good,,162.62,,06-Jun-24,1.67,0.17,0.27,1.11,0.07,0.26,0.16,7.75,,0.02,5.52,9.1,10.8,,,,,2626.5,,,Precipitation,Lily Gilbert,,,,,0.12,0.14,0.02,2023,,
193870,TF2,24-Jan-23,10:24:00 AM,Lamprey,Weekly,,0.39,0.12,0.03,0.06,good,,33.08,,06-Jun-24,0.15,0.06,0.15,0.22,0.02,0.16,0.03,7.88,,0.00,7.09,4.7,6.3,11.26,104.7,12.1,,3103.5,,,Precipitation,Lily Gilbert,,,,,0.08,0.10,0.00,2023,,
193927,TF2,31-Jan-23,10:01:00 AM,Lamprey,Weekly,,0.40,0.14,0.01,0.07,good,,56.95,,06-Jun-24,0.39,0.07,0.17,0.34,0.04,0.18,0.05,8.78,,0.00,6.77,3.5,4,10.63,113,18.3,,2955,,,Precipitation,Aneliya Cox,,,,,0.08,0.11,0.00,2023,,
194058,TF2,08-Feb-23,9:26:00 AM,Lamprey,Monthly,,1.39,0.96,-0.01,0.43,good,,544.61,,06-Jun-24,2.71,0.43,0.35,1.84,0.19,0.28,0.26,18.53,,,,,,,,,,94,,"only chem sample taken, not enough for other parameters",Precipitation,Lily Gilbert,,,,,0.12,0.11,0.03,2023,,
194135,TF2,14-Feb-23,9:10:00 AM,Lamprey,Weekly,,3.93,2.84,0.11,1.01,good,,1722.67,,06-Jun-24,3.26,1.01,0.72,2.28,0.20,0.39,0.78,10.55,,,,,,,,,,161.5,,"Only collected chem and DOM sample, not enough for other samples or YSI parameters",Precipitation,Lily Gilbert,,,,,0.49,0.18,0.13,2023,,
194215,TF2,21-Feb-23,9:14:00 AM,Lamprey,Weekly,,1.28,0.76,0.05,0.37,good,,343.22,,06-Jun-24,0.87,0.37,0.25,0.77,0.09,0.20,0.21,16.83,,0.04,,,,,,,,222,"snowing, dessicator open when buckets switched","Only enough sample for chem, DOM, and SiO2 bottles",Precipitation,Lily Gilbert,,,,,0.08,0.10,0.01,2023,,
194237,TF2,01-Mar-23,10:57:00 AM,Lamprey,Weekly,,0.58,0.34,-0.01,0.20,good,,152.45,,06-Jun-24,0.78,0.20,0.23,0.66,0.11,0.19,0.20,5.28,,0.01,5.46,7.5,7.8,,,,,1960.5,,"mostly snow, processed the next day, after it thawed",Precipitation,Lily Gilbert,,,,,0.08,0.10,0.01,2023,,
194265,TF2,07-Mar-23,10:06:00 AM,Lamprey,Weekly,,0.64,0.23,0.03,0.11,good,,87.88,,24-Jun-24,0.58,0.11,0.07,0.43,0.08,0.02,0.11,11.69,,0.00,6.4,5.2,5.4,,,,,1748.5,"Bucket was open, one of the arms came out of its socket, fixed the arm",,Precipitation,Aneliya Cox,,,,,0.07,0.09,0.01,2023,,
194422,TF2,16-Mar-23,8:35:00 AM,Lamprey,Monthly,,0.25,0.05,0.01,0.02,good,,13.42,,24-Jun-24,1.77,0.02,0.08,1.23,0.07,0.04,0.10,0.52,,0.13,6.42,6.5,8.1,,,,,3271,,,Precipitation,Lily Gilbert,,,,,0.07,0.09,0.01,2023,,
194526,TF2,21-Mar-23,9:51:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,5.5,,Not enough volume for any sample collection or YSI parameters,Precipitation,Lily Gilbert,,,,,,,,2023,,
194578,TF2,28-Mar-23,10:12:00 AM,Lamprey,Weekly,,0.98,0.54,0.04,0.23,good,,272.83,,24-Jun-24,1.82,0.23,0.22,1.26,0.12,0.12,0.29,6.04,,0.00,5.57,11.9,12.4,9.17,106.9,,,950,"Cloudy and misty morning but not raining, bucket closed when switched",,Precipitation,Lily Gilbert,,,,,0.32,0.32,0.05,2023,,
194641,TF2,03-Apr-23,10:23:00 AM,Lamprey,Weekly,,2.64,0.74,0.22,0.50,2 values,0.74,10.73,,25-Apr-24,68.32,0.50,3.42,39.00,1.21,6.12,12.76,6.14,,4.78,5.57,11.9,12.4,9.17,106.9,,,1427.5,,,Precipitation,Lily Gilbert,,7.44,,,,,,2023,,
194679,TF2,11-Apr-23,8:43:00 AM,Lamprey,Monthly,,2.64,1.59,0.13,0.63,good,,828.13,,24-Jun-24,1.28,0.63,0.46,0.99,0.15,0.19,0.41,9.27,,0.08,,,,,,,,155,,Only enough sample for chem and silica bottles,Precipitation,Lily Gilbert,,,,,0.14,0.13,0.03,2023,,
194683,TF2,18-Apr-23,10:46:00 AM,Lamprey,Weekly,,1.16,0.42,0.02,0.17,good,,233.76,,24-Jun-24,0.53,0.17,0.11,0.49,0.09,0.10,0.28,5.43,,0.03,,,,,,,,261.5,"Sunny, blue skies, not raining, bucket closed","Only enough sample for chem, silica, and DOM bottles",Precipitation,Lily Gilbert,,,,,0.70,1.15,0.06,2023,,
194758,TF2,25-Apr-23,10:15:00 AM,Lamprey,Weekly,,2.02,1.34,0.72,0.20,good,,418.93,,24-Jun-24,1.16,0.20,0.22,0.76,0.15,0.07,0.22,32.71,,0.03,5.62,12,13,9.77,109,20.7,,2671.5,"Sample in bucket really dirty for some reason, there is a handful of small debris/dirt",,Precipitation,Lily Gilbert,,,,,0.28,0.50,0.06,2023,,
194785,TF2,02-May-23,10:16:00 AM,Lamprey,Weekly,,0.88,0.36,0.18,0.07,good,,111.97,,24-Jun-24,7.09,0.07,0.23,4.10,0.18,0.17,0.35,17.35,,0.07,6.65,26.6,30.6,9.99,105.9,18.2,,5300,"Partly cloudy, not raining, bucket closed",,Precipitation,Lily Gilbert,,,,,0.08,0.12,0.02,2023,,
194836,TF2,09-May-23,8:54:00 AM,Lamprey,Monthly,,0.97,0.57,0.06,0.26,good,,255.25,,24-Jun-24,2.37,0.26,0.15,1.57,0.14,0.10,0.35,10.68,,0.06,,,,,,,,703.5,,Not enough volume for YSI measurements,Precipitation,Lily Gilbert,,,,,0.15,0.16,0.01,2023,,
194865,TF2,16-May-23,9:45:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,3.25,,,,,,,,,,,Precipitation,Lily Gilbert,,,,,,,,2023,,
194966,TF2,23-May-23,9:35:00 AM,Lamprey,Weekly,,0.43,0.10,0.05,0.03,good,,19.28,,24-Jun-24,0.26,0.03,0.02,0.24,0.08,0.03,0.08,7.86,,0.08,6.26,2.8,2.4,,,,,2908.5,,,Precipitation,Aneliya Cox,,,,,0.00,0.08,0.01,2023,,
194979,TF2,30-May-23,10:34:00 AM,Lamprey,Weekly,,2.03,0.87,0.13,0.28,good,,460.39,,24-Jun-24,0.90,0.28,0.16,0.65,0.12,0.07,0.22,3.21,,0.03,,,,,,,,322.5,,"Enough sample for chem, DOM, Silica, and metals, no alkalinity or YSI parameters",Precipitation,Lily Gilbert,,,,,0.08,0.09,0.02,2023,,
195081,TF2,06-Jun-23,9:51:00 AM,Lamprey,Weekly,,1.55,0.30,0.10,0.10,good,,103.94,,24-Jun-24,0.45,0.10,0.07,0.39,0.09,0.05,0.18,9.07,,0.01,5.63,5.2,5.5,8.7,99.9,,,1441.5,,,Precipitation,Lily Gilbert,,,,,0.09,0.12,0.02,2023,,
195130,TF2,14-Jun-23,8:28:00 AM,Lamprey,Monthly,,1.00,0.22,0.05,0.09,good,,70.29,,24-Jun-24,0.94,0.09,0.09,0.73,0.12,0.04,0.20,12.30,,0.01,5.83,4.2,4.6,,,,,,,,Precipitation,Lily Gilbert,,,,,0.06,0.11,0.01,2023,,
195139,TF2,20-Jun-23,10:49:00 AM,Lamprey,Weekly,,1.08,0.27,0.02,0.12,good,,129.12,,24-Jun-24,0.19,0.12,0.05,0.21,0.08,0.02,0.12,3.01,,0.03,6.78,4.4,4.8,,,,,3402,"Not raining, bucket closed",,Precipitation,Lily Gilbert,,,,,0.07,0.09,0.01,2023,,
195209,TF2,27-Jun-23,10:02:00 AM,Lamprey,Weekly,,1.36,0.49,0.03,0.24,good,,216.61,,24-Jun-24,0.46,0.24,0.09,0.39,0.09,0.03,0.18,8.06,,0.07,,,,,,,,,"forgot to weigh, but approximately 700ml, not enough for paramaters",,Precipitation,Aneliya Cox,,,,,0.09,0.10,0.01,2023,,
195268,TF2,05-Jul-23,10:34:00 AM,Lamprey,Weekly,,0.85,0.26,0.02,0.14,good,,103.94,,24-Jun-24,0.27,0.14,0.06,0.19,0.06,0.03,0.13,3.21,,0.02,5.5,4.3,5.5,,,,,,,,Precipitation,Lily Gilbert,,,,,0.07,0.09,0.01,2023,,
195298,TF2,11-Jul-23,9:06:00 AM,Lamprey,Monthly,,0.45,0.22,0.01,0.16,good,,50.32,,24-Jun-24,0.55,0.16,0.16,0.57,0.08,0.04,0.16,2.80,,0.02,5.05,4.1,5,,,,,1049,"Rained in the early morning but not raining when sample collected, bucket closed",,Precipitation,Lily Gilbert,,,,,0.07,0.13,0.00,2023,,
195370,TF2,18-Jul-23,12:14:00 PM,Lamprey,Weekly,,0.75,0.60,0.20,0.17,good,,228.98,,24-Jun-24,0.44,0.17,0.08,0.34,0.10,0.02,0.09,5.43,,0.02,6.06,4.7,4.7,8.05,98.1,25.4,,2922,,,Precipitation,Lily Gilbert,,,,,0.07,0.08,0.00,2023,,
195444,TF2,25-Jul-23,9:33:00 AM,Lamprey,Weekly,,1.31,0.44,0.05,0.21,good,,169.72,,24-Jun-24,0.33,0.21,0.10,0.32,0.10,0.03,0.14,2.80,,0.03,5.56,5.8,6,8.59,99.8,22.8,,1229,,,Precipitation,Lily Gilbert,,,,,0.08,0.09,0.02,2023,,
195672,TF2,01-Aug-23,8:37:00 AM,Lamprey,Weekly,,1.16,0.35,0.07,0.16,good,,119.14,,24-Jun-24,0.49,0.16,0.07,0.43,0.09,0.03,0.12,5.23,,0.03,,,,,,,,,,,Precipitation,Aneliya Cox,,,,,0.08,0.09,0.01,2023,,
195707,TF2,09-Aug-23,9:30:00 AM,Lamprey,Monthly,,0.94,0.29,0.03,0.13,good,,129.12,,24-Jun-24,0.29,0.13,0.07,0.21,0.06,0.03,0.12,6.04,,0.01,5.2,4.3,4.5,,,,,6831,,,Precipitation,Aneliya Cox,,,,,0.07,0.09,0.01,2023,,
195810,TF2,15-Aug-23,8:52:00 AM,Lamprey,Weekly,,1.03,0.33,0.17,0.08,good,,80.06,,24-Jun-24,0.34,0.08,0.05,0.34,0.08,0.02,0.07,5.83,,0.07,5.62,4,4.3,,,,,1066.5,"raining, bucket open",,Precipitation,Aneliya Cox,,,,,0.07,0.08,0.01,2023,,
195931,TF2,22-Aug-23,10:15:00 AM,Lamprey,Weekly,,0.89,0.13,0.04,0.07,good,,29.70,,24-Jun-24,0.31,0.07,0.04,0.33,0.08,0.02,0.10,8.46,,0.01,5.46,3.1,3.3,,,,,1487.5,,,Precipitation,Aneliya Cox,,,,,0.07,0.08,0.01,2023,,
195999,TF2,29-Aug-23,9:28:00 AM,Lamprey,Weekly,,0.77,0.21,0.05,0.09,good,,63.56,,24-Jun-24,0.47,0.09,0.07,0.41,0.10,0.02,0.12,28.26,,0.01,6.08,8.1,8.7,8.96,100.9,21.2,,2252,,,Precipitation,Lily Gilbert,,,,,0.06,0.08,0.01,2023,,
196005,TF2,05-Sep-23,9:52:00 AM,Lamprey,Weekly,,0.58,0.16,0.02,0.09,good,,55.75,,24-Jun-24,0.83,0.09,0.05,0.84,0.15,0.02,0.09,4.22,,0.03,6.01,4,4,8.18,98,24.4,,1233.5,,,Precipitation,Lily Gilbert,,,,,0.14,0.08,0.01,2023,,
196162,TF2,12-Sep-23,8:56:00 AM,Lamprey,Monthly,,0.72,0.28,0.07,0.10,good,,109.37,,24-Jun-24,1.08,0.10,0.10,0.94,0.12,0.04,0.18,22.40,,0.00,6.15,8.6,9.9,,,,,2256,"Bucket closed when sample collected, very foggy but no rain",,Precipitation,Lily Gilbert,,,,,0.08,0.09,0.01,2023,,
196453,TF2,19-Sep-23,10:38:00 AM,Lamprey,Weekly,,0.33,0.09,0.01,0.05,good,,33.82,,24-Jun-24,0.15,0.05,0.02,0.15,0.06,0.02,0.10,4.42,,0.01,5.94,2.8,3.1,9.2,101.5,20.2,,,,,Precipitation,Lily Gilbert,,,,,0.06,0.08,0.01,2023,,
196526,TF2,26-Sep-23,10:44:00 AM,Lamprey,Weekly,,0.66,0.39,0.05,0.25,good,,97.86,,24-Jun-24,1.01,0.25,0.07,0.65,0.10,0.04,0.21,0.10,,0.05,,,,,,,,,,,Precipitation,Lily Gilbert,,,,,0.07,0.09,0.00,2023,,
196733,TF2,04-Oct-23,7:57:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,0.08,,,,,,,,69,"Swarming with hornets, went back to sample early next morning","Only enough sample to take one silica sample, no YSI parameters",Precipitation,Lily Gilbert,,,,,,,,2023,,
196920,TF2,10-Oct-23,9:01:00 AM,Lamprey,Monthly,,0.42,0.14,0.02,0.06,good,,54.45,,24-Jun-24,3.38,0.06,0.18,1.99,0.13,0.10,0.36,16.34,,0.01,5.61,15.1,15.8,8.74,101.1,,,721.5,,,Precipitation,Lily Gilbert,,,,,0.06,0.08,0.01,2023,,
197130,TF2,17-Oct-23,10:51:00 AM,Lamprey,Weekly,,1.03,0.40,0.26,0.07,good,,81.80,,24-Jun-24,0.94,0.07,0.07,0.76,0.15,0.05,0.11,36.35,,0.04,,,,,,,,558.5,,,Precipitation,Lily Gilbert,,,,,0.07,0.11,0.01,2023,,
197165,TF2,24-Oct-23,11:10:00 AM,Lamprey,Weekly,,0.31,0.08,0.04,0.03,good,,16.02,,24-Jun-24,0.80,0.03,0.03,0.65,0.08,0.04,0.09,4.62,,0.01,6.23,5.7,6.9,10.61,107,15.8,,2578.5,"Blue skies, no rain, around 55 degrees F",,Precipitation,Lily Gilbert,,,,,0.07,0.08,0.00,2023,,
197184,TF2,31-Oct-23,9:40:00 AM,Lamprey,Weekly,,0.39,0.09,0.01,0.05,good,,26.66,,24-Jun-24,0.42,0.05,0.03,0.38,0.07,0.03,0.10,4.62,,0.19,5.61,2.6,3.2,,,,,1598.5,,,Precipitation,Aneliya Cox,,,,,0.07,0.08,0.01,2023,,
197268,TF2,08-Nov-23,7:34:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,0.12,,,,,,,,90.5,"Sample collected day after, 11/8/23","Only enough sample for silica, no YSI parameters",Precipitation,Lily Gilbert,,,,,,,,2023,,
197300,TF2,14-Nov-23,9:40:00 AM,Lamprey,Weekly,,1.23,0.59,0.05,0.22,good,,325.37,,24-Jun-24,0.50,0.22,0.17,0.42,0.10,0.06,0.15,12.50,,0.01,,,,,,,,418,,not enough volume for metals and parameters,Precipitation,Aneliya Cox,,,,,0.08,0.08,0.03,2023,,
197449,TF2,21-Nov-23,9:57:00 AM,Lamprey,Weekly,,1.28,0.68,0.08,0.29,good,,305.18,,24-Jun-24,1.12,0.29,0.11,0.73,0.09,0.06,0.19,4.62,,0.03,,,,,,,,190,,"Only enough volume for chem, silica, and DOM sample",Precipitation,Lily Gilbert,,,,,0.08,0.08,0.01,2023,,
197626,TF2,28-Nov-23,10:32:00 AM,Lamprey,Weekly,,0.39,0.09,-0.01,0.08,good,,22.54,,24-Jun-24,13.44,0.08,0.39,6.53,4.95,0.51,1.80,78.78,,,6.03,8.6,9.9,10.3,110,18.6,,3328,,,Precipitation,Lily Gilbert,,,,,0.17,0.15,0.01,2023,,
197684,TF2,05-Dec-23,9:33:00 AM,Lamprey,Weekly,,0.41,0.16,0.01,0.09,good,,62.26,,24-Jun-24,0.77,0.09,0.06,0.60,0.21,0.05,0.21,5.83,,,6.24,7,7.8,10.27,111.5,19.4,,1612,Bucket closed when sample collected,,Precipitation,Aneliya Cox,,,,,0.07,0.08,0.01,2023,,
197746,TF2,12-Dec-23,9:15:00 AM,Lamprey,Monthly,,0.30,0.08,0.02,0.06,good,,-0.45,,27-Jun-24,0.53,0.06,0.02,0.44,0.07,0.03,0.08,6.49,,,5.71,2.7,3.1,,,,,3034.5,,,Precipitation,Lily Gilbert,,,,,0.14,0.14,0.00,2023,,
197841,TF2,19-Dec-23,8:47:00 AM,Lamprey,Weekly,,,,,0.04,good,,2.55,,27-Jun-24,3.12,0.04,0.12,1.80,0.08,0.08,0.24,9.91,,,5.78,12,14.1,10.53,109.2,,,5299,,,Precipitation,Lily Gilbert,,,,,0.14,0.14,0.00,2023,,
197858,TF2,21-Dec-23,9:56:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,0,"Bucket completely dry, no samples taken",,Precipitation,Lily Gilbert,,,,,,,,2023,,
197863,TF2,02-Jan-24,10:36:00 AM,Lamprey,Weekly,,,,,0.13,good,,26.42,,27-Jun-24,0.21,0.13,0.03,0.26,0.05,0.04,0.06,3.82,,,5.5,3.2,3.8,,,,,1681.5,TF2 sample completely frozen when picked up,"Completely frozen, had to wait for sample to thaw, weight + parameters taken next day",Precipitation,Lily Gilbert,,,,,0.14,0.15,0.00,2024,,
198184,TF2,09-Jan-24,9:23:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,56.5,,Not enough collected for samples or YSI parameteres,Precipitation,Lily Gilbert,,,,,,,,2024,,
198224,TF2,16-Jan-24,10:42:00 AM,Lamprey,Weekly,,,,,0.06,good,,25.13,,27-Jun-24,3.24,0.06,0.15,1.78,0.08,0.14,0.23,17.38,,-0.10,5.92,15.8,16,,,,,,"Snowing, bucket open when switched",,Precipitation,Lily Gilbert,,,,,0.14,0.14,0.00,2024,,
198280,TF2,23-Jan-24,9:50:00 AM,Lamprey,Weekly,,,,,0.07,good,,15.45,,08-Jul-24,0.68,0.07,0.03,0.60,0.06,0.09,0.07,13.91,,,,,,,,,,322,,"Not enough sample for YSI parameters, DOM sample, or metals sample",Precipitation,Lily Gilbert,,,,,0.10,0.09,0.01,2024,,
198299,TF2,30-Jan-24,10:01:00 AM,Lamprey,Weekly,,,,,0.11,good,,45.98,,27-Jun-24,0.39,0.11,0.05,0.38,0.07,0.04,0.06,8.81,,-0.03,5.06,3.4,4.3,,,,,3503,,"Precipitation sample frozen when collected, samples and YSI parameters processed next day, 1/31/24",Precipitation,Lily Gilbert,,,,,0.14,0.14,0.00,2024,,
198472,TF2,06-Feb-24,9:09:00 AM,Lamprey,Monthly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Lily Gilbert,,,,,,,,2024,,
198491,TF2,12-Feb-24,10:12:00 AM,Lamprey,Weekly,,,,,,2 values,,,,,,,,,,,,,,,,,,,,,,1.5,,Not enough sample for YSI parameters or any samples,Precipitation,Lily Gilbert,,,,,,,,2024,,
198528,TF2,20-Feb-24,10:40:00 AM,Lamprey,Weekly,,,,,0.28,good,,146.59,,08-Jul-24,1.11,0.28,0.07,0.94,0.22,0.14,0.16,19.05,,0.08,,,,,,,,139,,"Only enough sample for chem and silica, no YSI parameters",Precipitation,Lily Gilbert,,,,,0.11,0.10,0.01,2024,,
198563,TF2,27-Feb-24,10:58:00 AM,Lamprey,Weekly,,,,,0.26,good,,195.61,,08-Jul-24,0.55,0.26,0.09,0.55,0.19,0.10,0.14,7.26,,-0.08,,,,,,,,536.5,"Enough for all samples, no YSI parameters",,Precipitation,Lily Gilbert,,,,,0.10,0.10,0.01,2024,,
198638,TF2,05-Mar-24,10:59:00 AM,Lamprey,Weekly,,,,,0.16,good,,74.57,,08-Jul-24,1.73,0.16,0.15,1.19,0.09,0.11,0.18,8.87,,0.06,5.66,8.9,10.3,10.64,112.7,18.1,,2575.5,"Bucket not in station when sampled, hanging by handle and hook, probably got blown out by severe winds?? Hanging upright so still had quite a bit of sample, not raining when collected",,Precipitation,Lily Gilbert,,,,,0.10,0.15,0.03,2024,,
198966,TF2,12-Mar-24,9:11:00 AM,Lamprey,Monthly,,,,,0.04,good,,9.43,,27-Jun-24,0.28,0.04,0.03,0.23,0.00,0.03,0.05,7.18,,0.07,5.8,2.4,3,,,,,,,,Precipitation,Lily Gilbert,,,,,0.00,0.14,0.00,2024,,
199052,TF2,19-Mar-24,9:09:00 AM,Lamprey,Weekly,,,,,0.44,good,,835.18,,08-Jul-24,0.92,0.44,0.35,0.81,0.24,0.12,0.56,29.48,,0.19,,,,,,,,,,"Forgot to weigh bucket before taking samples, had enough for all samples, no YSI readings",Precipitation,Lily Gilbert,,,,,0.48,0.72,0.11,2024,,
199095,TF2,26-Mar-24,10:03:00 AM,Lamprey,Weekly,,,,,0.11,good,,85.54,,08-Jul-24,0.25,0.11,0.05,0.20,0.06,0.04,0.13,8.12,,0.07,6.19,3.1,3.8,11.5,113.8,,,3435,,,Precipitation,Lily Gilbert,,,,,0.13,0.11,0.01,2024,,
199109,TF2,02-Apr-24,10:54:00 AM,Lamprey,Weekly,,,,,0.08,good,,44.69,,27-Jun-24,0.18,0.08,0.04,0.29,0.04,0.01,0.07,5.88,,0.06,5.95,2.1,2.4,10.64,111.6,,,3406,,,Precipitation,Lily Gilbert,,,,,0.15,0.15,0.02,2024,,
199181,TF2,09-Apr-24,9:19:00 AM,Lamprey,Monthly,,,,,0.04,good,,27.49,,27-Jun-24,0.58,0.04,0.05,0.37,0.05,0.03,0.11,15.20,,0.12,5.42,2.9,3.6,,,,,2980,,,Precipitation,Lily Gilbert,,,,,0.14,0.15,0.02,2024,,
199222,TF2,16-Apr-24,11:21:00 AM,Lamprey,Weekly,,,,,0.23,good,,258.81,,27-Jun-24,1.41,0.23,0.18,0.87,0.20,0.07,0.25,5.02,,0.05,5.72,6.9,9,11.42,107.9,12.8,,1284,,,Precipitation,Lily Gilbert,,,,,0.00,0.19,0.02,2024,,
199239,TF2,23-Apr-24,9:08:00 AM,Lamprey,Weekly,,,,,0.25,good,,160.57,,27-Jun-24,0.33,0.25,0.07,0.31,0.14,0.05,0.14,8.89,,0.07,,,,,,,,643.5,,,Precipitation,Aneliya Cox,,,,,0.00,0.14,0.00,2024,,
199252,TF2,30-Apr-24,9:43:00 AM,Lamprey,Weekly,,,,,0.49,good,,1103.95,,27-Jun-24,0.70,0.49,0.34,0.51,0.25,0.07,0.29,17.08,,,,,,,,,,153,,,Precipitation,Aneliya Cox,,,,,0.00,0.16,0.02,2024,,
199350,TF2,07-May-24,9:28:00 AM,Lamprey,Weekly,,,,,0.22,good,,196.90,,08-Jul-24,0.52,0.22,0.11,0.41,0.14,0.05,0.17,6.17,,0.06,5.91,6.2,6.5,8.77,101.6,22.7,,1628.5,,,Precipitation,Lily Gilbert,,,,,0.11,0.10,0.01,2024,,
199414,TF2,13-May-24,9:18:00 AM,Lamprey,Monthly,,,,,0.23,good,,297.72,,27-Jun-24,0.21,0.23,0.10,0.18,0.10,0.03,0.19,10.66,,0.05,5.83,5.9,,,,22.6,,635.5,Two tiny bugs in precipitation bucket,Only one rinse in YSI cup for YSI parameters,Precipitation,Lily Gilbert,,,,,0.00,0.15,0.00,2024,,
199528,TFA-Murray-1-1,16-May-24,9:37:00 AM,Lamprey,TF Auto Event,,,,,,2 values,,384.31,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Deni Murray,,,,,,,,2024,,
199529,TFA-Murray-1-2,16-May-24,12:00:00 AM,Lamprey,TF Auto Event,,,,,,2 values,,405.70,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Deni Murray,,,,,,,,2024,,
199530,TFA-Murray-1-4,16-May-24,12:00:00 AM,Lamprey,TF Auto Event,,,,,,2 values,,324.67,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Deni Murray,,,,,,,,2024,,
199531,TFA-Murray-1-16,16-May-24,12:00:00 AM,Lamprey,TF Auto Event,,,,,,2 values,,546.81,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Deni Murray,,,,,,,,2024,,
199532,TFA-Murray-1-17,16-May-24,12:00:00 AM,Lamprey,TF Auto Event,,,,,,2 values,,236.67,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Deni Murray,,,,,,,,2024,,
199533,TFA-Murray-1-Blank,16-May-24,12:00:00 AM,Lamprey,TF Auto Event,,,,,,2 values,,37.27,,,,,,,,,,,,,,,,,,,,,,,Precipitation,Deni Murray,,,,,,,,2024,,
199537,TF2,21-May-24,10:25:00 AM,Lamprey,Weekly,,,,,0.26,good,,180.56,,27-Jun-24,0.49,0.26,0.07,0.40,0.12,0.05,0.23,12.51,,0.14,6.07,7,7.3,,,,,681.5,,,Precipitation,Aneliya Cox,,,,,0.00,0.14,0.00,2024,,
